CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
01806569,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E  DEMAIS PROFISSIONAIS DA SAÚDE DE IPATINGA LTDA,199705,B3S,I,2,Cooperativa de Crédito,,MG,Ipatinga,,,,,I
02582212,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E  DEMAIS PROFISSIONAIS DA SAÚDE DE PATOS DE MINAS LTDA,199809,B3S,I,2,Cooperativa de Crédito,,MG,Patos de Minas,,,,,I
05309949,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E  DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE PIRACICABA,200110,B3S,I,2,Cooperativa de Crédito,,SP,Piracicaba,,,,,I
01090027,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E CATEGORIAS AFINS - UNICRED MÚLTIPLO VALOR LTDA.,199603,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,RJ,Niterói,S5,,,,I
02904362,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS  PROFISSIONAIS DE SAÚDE DO EXTREMO SUL DA BAHIA - UNICRED EXTREMO SUL DA  BAHIA,199902,B3S,I,2,Cooperativa de Crédito,,BA,Eunápolis,,,,,I
02240143,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA  SAUDE DE CACHOEIRA DO SUL LTDA,199801,B3S,I,2,Cooperativa de Crédito,,RS,Cachoeira do Sul,,,,,I
02140636,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE DA REGIÃO DE  BRAGANTINA,199711,B3S,I,2,Cooperativa de Crédito,,SP,Bragança Paulista,,,,,I
96622048,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAÇAPAVA,199306,B3S,I,2,Cooperativa de Crédito,,SP,Caçapava,,,,,I
71479653,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED CAMINHO NOVO,199403,B3S,I,2,Cooperativa de Crédito,,MG,Juiz de Fora,S5,,,,I
01605007,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DE SAO LOURENCO E REGIAO LTDA - UNICRED CIRCUITO DAS AGUAS,199702,B3S,I,2,Cooperativa de Crédito,,MG,São Lourenço,,,,,I
04724403,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DA FRONTEIRA OESTE LTDA,200110,B3S,I,2,Cooperativa de Crédito,,RS,Uruguaiana,,,,,I
71988653,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO PAULISTA - SICOOB UNIMAIS CENTRO PAULISTA,199311,B3S,I,2,Cooperativa de Crédito,,SP,São Carlos,,,,,I
01151839,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DA REGIÃO DA PRODUCAO LTDA- UNICRED REGIÃO DA PRODUÇÃO,199605,B3S,I,2,Cooperativa de Crédito,,RS,Carazinho,,,,,I
02463485,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE BAGE LTDA,199805,B3S,I,2,Cooperativa de Crédito,,RS,Bagé,,,,,I
02853045,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,199806,B3S,I,2,Cooperativa de Crédito,Atípicas,SC,Joaçaba,S5,,,,A
72052004,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE PETRÓPOLIS LTDA. - UNICRED PETRÓPOLIS.,199306,B3S,I,2,Cooperativa de Crédito,,RJ,Petrópolis,,,,,I
01602677,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE UBA LTDA.,199702,B3S,I,2,Cooperativa de Crédito,,MG,Ubá,,,,,I
02093690,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DO JACUI LTDA,199711,B3S,I,2,Cooperativa de Crédito,,RS,São Jerônimo,,,,,I
01807464,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E DO CREA, DE PELOTAS LTDA",199705,B3S,I,2,Cooperativa de Crédito,,RS,Pelotas,,,,,I
01823689,2025-12-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE, CRA, CRC, CREA E CORECON DO LITORAL SUL LTDA.- UNICRED LITORAL SUL-RS",199707,B3S,I,2,Cooperativa de Crédito,,RS,Rio Grande,,,,,I
71467641,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE  NÍVEL SUPERIOR DA SAÚDE DE LEOPOLDINA LTDA. - UNICRED LEOPOLDINA (MG),199404,B3S,I,2,Cooperativa de Crédito,,MG,Leopoldina,,,,,I
01035852,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE BELO HORIZONTE LTDA - UNICRED-BH,199604,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
03749897,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE MONTES CLAROS LTDA - UNICRED NORTE DE MINAS,200005,B3S,I,2,Cooperativa de Crédito,,MG,Montes Claros,,,,,I
01989729,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE SÃO JOSE DOS CAMPOS - UNICRED DE SÃO JOSÉ DOS CAMPOS,199709,B3S,I,2,Cooperativa de Crédito,,SP,São José dos Campos,,,,,I
01775072,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS LIBERAIS DA GRANDE SANTA ROSA LTDA.,199704,B3S,I,2,Cooperativa de Crédito,,RS,Santa Rosa,,,,,I
01062214,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS.DA SAUDE DO PLANALTO NORTE,199603,B3S,I,2,Cooperativa de Crédito,,SC,São Bento do Sul,,,,,I
04303054,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DA SAÚDE DE POUSO ALEGRE LTDA.,200103,B3S,I,2,Cooperativa de Crédito,,MG,Pouso Alegre,,,,,I
04055755,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DA BAHIA LTDA.,200008,B3S,I,2,Cooperativa de Crédito,,BA,Salvador,,,,,I
69181709,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO - SICOOB GRANDE SÃO PAULO,199301,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
00969423,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DE PINDAMONHANGABA - UNICRED DE PINDAMONHANGABA,199602,B3S,I,2,Cooperativa de Crédito,,SP,Pindamonhangaba,,,,,I
03559425,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE CACHOEIRO DE ITAPEMIRIM - UNICRED SUL CAPIXABA,200001,B3S,I,2,Cooperativa de Crédito,,ES,Cachoeiro de Itapemirim,,,,,I
02250794,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO",199802,B3S,I,2,Cooperativa de Crédito,,SP,Guarulhos,S5,,,,I
04478231,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,200202,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
31716715,2025-12-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS METALURGICOS DE NITEROI, SAO GONCALO, RIO BONITO, ARARUAMA, SAQUAREMA E MARICA LTDA.",196803,B3S,I,2,Cooperativa de Crédito,,RJ,São Gonçalo,,,,,I
28793354,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS METROVIARIOS DO RIO DE JANEIRO LTDA - COMERJ,198406,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
09815376,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS DO NOROESTE FLUMINENSE LTDA.,180001,B3S,I,2,Cooperativa de Crédito,,RJ,Santo Antônio de Pádua,,,,,I
08541626,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE CABREÚVA E LOUVEIRA - SICOOB CREDESP,200702,B3S,I,2,Cooperativa de Crédito,,SP,Cabreúva,,,,,I
05462911,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES E SERVIDORES PÚBLICOS DO VALE DO IGUAÇU - CREDIMILSUL,200302,B3S,I,2,Cooperativa de Crédito,,SC,Porto União,,,,,I
04572960,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM,200107,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,SC,Florianópolis,S5,,,,A
04746659,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MOTORISTAS AUTÔNOMOS DE TRANSPORTE DE PESSOAS DE CUIABÁ E VARZEA GRANDE - SICOOB TRANSCRED,200203,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
02433766,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ODONTÓLOGOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA,199809,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
00242375,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS OPERADORES DE TURISMO DA REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA.,199412,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
01068432,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PANIFICADORES BELO HORIZONTE E  REGIÃO METROPOLITANA LTDA.,199603,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
02902475,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PANIFICADORES DE  NATAL - CREDIPAN,199812,B3S,I,2,Cooperativa de Crédito,,RN,Natal,,,,,I
09810939,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PEQUENOS E MICROS PROPRIETARIOS DO SETOR DE ALIMENTOS DE CACHOEIRO DE ITAPEMIRIM,180001,B3S,I,2,Cooperativa de Crédito,,ES,Cachoeiro de Itapemirim,,,,,I
09816189,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO NORTE DO PARANÁ - NORCRED",180001,B3S,I,2,Cooperativa de Crédito,,PR,Apucarana,,,,,I
06240505,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB CREDIBRASIL",200405,B3S,I,2,Cooperativa de Crédito,,,,,,,,I
09774329,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO TRIÂNGULO MINEIRO LTDA. - LIBERCRED TRIÂNGULO MINEIRO",180001,B3S,I,2,Cooperativa de Crédito,,MG,Uberlândia,,,,,I
26758433,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO,197011,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,MG,Belo Horizonte,S5,,,,A
09978351,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROCURADORES INT. CAR. ASS.JUR.SERV.PROC.GER.DF.,180001,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
04228975,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFESSORES DE CUIABA,180001,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
05235613,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E DEMAIS PROFISSIONAIS DA ÁREA DE EDUCAÇÃO DA REGIÃO METROPOLITANA DE BELÉM - SICOOB CREDIEDUC-PARÁ,200207,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
03400755,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DA FUNDAÇÃO ROTARIANOS DE SÃO PAULO,199911,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
09501687,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFESSORES E TRABALHADORES EM EDUCAÇÃO DE GOIÂNIA LTDA.,200807,B3S,I,2,Cooperativa de Crédito,,GO,Goiânia,,,,,I
05419025,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS PROFESSORES ESTADUAIS DA REGIÃO METROPOLITANA DE PORTO ALEGRE - EDUCREDI,200212,B3S,I,2,Cooperativa de Crédito,Atípicas,RS,Porto Alegre,S5,,,,A
03044185,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA AREA DE SAUDE DA BAIXADA CUIABANA - SICOOB-ODONTOCRED-SAÚDE,199906,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
02917641,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE SÃO JOSÉ DO RIO PARDO - RIO PARDO CREDSAÚDE,199903,B3S,I,2,Cooperativa de Crédito,,SP,São José do Rio Pardo,,,,,I
02711134,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE CURSO SUPERIOR DO SUL DE MINAS LTDA - DENTAL,199812,B3S,I,2,Cooperativa de Crédito,,MG,Varginha,,,,,I
04167614,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE JUNDIAÍ E REGIÃO - SICREDI JUNDIAÍ SUDESTE,200012,B3S,I,2,Cooperativa de Crédito,,SP,Jundiaí,,,,,I
07714057,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE,200512,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,RS,Porto Alegre,S5,,,,A
04456725,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA CONTABILIDADE DA REGIÃO TOCANTINA - COOPERCON,200106,B3S,I,2,Cooperativa de Crédito,,MA,Imperatriz,,,,,I
02861211,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DA CONTABILIDADE DE CUIABA,199902,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
05655770,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA EDUCAÇÃO DA REGIÃO METROPOLITANA DE SÃO PAULO - COOPEDUC,200308,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
71411854,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE CENTRO MINEIRA LTDA.,199403,B3S,I,2,Cooperativa de Crédito,,MG,Betim,,,,,I
69346856,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA,199302,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,SP,Franca,S5,,,,A
02203219,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS PROFISSIONAIS DA SAUDE DA REGIÃO SUL DO ESTADO DE SÃO PAULO LTDA - UNICRED REGIONAL SUL,199801,B3S,I,2,Cooperativa de Crédito,,SP,Itapetininga,,,,,I
03777890,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE BRASÍLIA E REGIÃO GEOECONÔMICA LTDA.,200011,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
86493426,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DOS CAMPOS DAS VERTENTES LTDA,199410,B3S,I,2,Cooperativa de Crédito,,MG,Barbacena,,,,,I
05608957,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DO SUDESTE PAULISTA LTDA. - SICOOB UNIMAIS SUDESTE PAULISTA,200305,B3S,I,2,Cooperativa de Crédito,,SP,Sorocaba,,,,,I
74172685,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS OU MICROEMPREENDEDORES DA REGIÃO VALE DO JAGUARIBE LTDA.",199405,B3S,I,2,Cooperativa de Crédito,,CE,Limoeiro do Norte,,,,,I
02647564,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE ARARAS E REGIÃO - SICOOB UNIMAIS ANHANGUERA,199809,B3S,I,2,Cooperativa de Crédito,,SP,Araras,,,,,I
18374394,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE PORTAL DO SERTÃO LTDA - SICOOB PORTAL,201308,B3S,I,2,Cooperativa de Crédito,,BA,Feira de Santana,,,,,I
04795877,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA TECNOLOGIA DA INFORMACAO LTDA,200112,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
03665505,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE ENGENHARIA, ARQUITETURA E AGRONOMIA NO SUL FLUMINENSE LTDA - COOPCRED",200004,B3S,I,2,Cooperativa de Crédito,,RJ,Volta Redonda,,,,,I
02606305,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE TECNOLOGIA, DE ENGENHARIA E DE ARQUITETURA DE MINAS GERAIS LTDA - SICOOB ENGECRED - MG",199809,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,S5,,,,I
04117836,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE COMUNICAÇÃO NAS ÁREAS DE PROPAGANDA, PUBLICIDADE E MARKETING",180001,B3S,I,2,Cooperativa de Crédito,,ES,Vitória,,,,,I
04178111,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE EDUCAÇÃO DO ENSINO OFICIAL DO MUNICÍPIO DE SÃO PAULO - COOPERCREDEM,200102,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
04921991,2025-12-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROFISSIONAIS DE ENGENHARIA, ARQUITETURA, AGRONOMIA E GEOLOGIA DE MATO GROSSO",200205,B3S,I,2,Cooperativa de Crédito,,MT,Cuiabá,,,,,I
04405901,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE TURISMO DO LITORAL DO ESTADO DE SANTA CATARINA - SICREDI SERRA MAR,200102,B3S,I,2,Cooperativa de Crédito,,SC,Florianópolis,,,,,I
04627422,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS GRADUADOS EM ADM. ESTAB.NO DF,200108,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
39274378,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS PROPRIETARIOS DE VEICULOS PARA AFRETAMENTO DE CARGA DE CACHOEIRO DE ITAPEMIRIM - TRANSCRED,199211,B3S,I,2,Cooperativa de Crédito,,ES,Cachoeiro de Itapemirim,,,,,I
01670206,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS REPRESENTANTES COMERCIAIS AUTÔNOMOS DE ROUPAS, TECIDOS E ARTIGOS DE VESTUÁRIOS DO RIO DE JANEIRO LTDA. - CCVA",199703,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
03930587,2025-12-01,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SECURITARIOS, DOS CORRETORES DE SEGUROS E DE CAPITALIZACAO DO RIO DE JANEIRO LTDA.",200009,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,S5,,,,I
86447398,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVENTUARIOS DA CIA SIDERURGICA NACIONAL LTDA,196701,B3S,I,2,Cooperativa de Crédito,,SC,Tubarão,,,,,I
19551787,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED,197902,B3S,I,2,Cooperativa de Crédito,,MG,Carandaí,S5,,,,I
02691100,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES  ESTADUAIS DO PODER EXECUTIVO DO ESTADO DE RONDÔNIA - POLICREDI,199808,B3S,I,2,Cooperativa de Crédito,,RO,Porto Velho,,,,,I
05167569,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES CIVIS DA UNIAO NO ESTADO DO RIO GRANDE DO SUL,200208,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
01732003,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES CIVIS E  MILITARES DAS FORÇAS ARMADAS NA REGIÃO METROPOLITANA DE BELÉM DO PARÁ - COOPFARMA,199706,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
01618291,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA  POLÍCIA MILITAR DO PARÁ NA REGIÃO METROPOLITANA DE BELÉM LTDA,199701,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
05460750,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED,200303,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,S5,,,,I
90278987,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,198412,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,RS,Porto Alegre,S5,,,,A
09978231,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CAMARA DOS VEREADORES DE SAO PAULO,180001,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
29304193,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA CIMENTO TUPI S/A - VOLTA REDONDA LTDA,197307,B3S,I,2,Cooperativa de Crédito,,RJ,Volta Redonda,,,,,I
29341260,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA,198501,B3S,I,2,Cooperativa de Crédito,Atípicas,RJ,Rio de Janeiro,S5,,,,A
00696696,2025-12-01,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA DELEGACIA DO MEC NO ESTADO DO PARÁ LTDA,199507,B3S,I,2,Cooperativa de Crédito,,PA,Belém,,,,,I
87502241,2025-12-01,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA DELEGACIA.FEDERAL DE AGRICULTURA DO MINISTERIO DA AGRICULTURA,EM PORTO ALEGRE",198103,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
42100982,2025-12-01,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA,197012,B3S,I,2,Cooperativa de Crédito,Atípicas,RJ,Rio de Janeiro,S5,,,,A
