CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
43717511,2025-12-01,BANCO MORADA S.A,197611,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
32504094,2025-12-01,BANCO MORADA S.A.,196903,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
02801938,2025-12-01,BANCO MORGAN STANLEY S.A.,199812,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051413,C0080628,02801938,A
60498557,2025-12-01,BANCO MUFG BRASIL S.A.,195103,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081713,60498557,A
33880956,2025-12-01,BANCO MULTIPLIC S.A.,198507,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33302779,2025-12-01,BANCO NACIONAL BRASILEIRO S.A.,197801,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
09777345,2025-12-01,BANCO NACIONAL DA CIDADE DE SAO PAULO SA,180001,B1,I,2,Banco Comercial,,,,,,,,I
33618810,2025-12-01,BANCO NACIONAL DE CRÉDITO COOPERATIVO S.A.,195108,B1,I,1,Banco Comercial,,DF,Brasília,,,,,I
09777346,2025-12-01,BANCO NACIONAL DO COMERCIO DO RIO DE JANEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777344,2025-12-01,BANCO NACIONAL INTERAMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
43073394,2025-12-01,BANCO NOSSA CAIXA S.A.,191703,B1,I,1,Banco Múltiplo,,SP,São Paulo,,,,,I
42466284,2025-12-01,BANCO OPEN S.A,197506,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
92894922,2025-12-01,BANCO ORIGINAL S.A.,196808,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080903,92894922,A
09777343,2025-12-01,BANCO PAN AMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
59285411,2025-12-01,BANCO PAN S.A.,196402,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0080381,2025-12-01,BANCO PAULISTA - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S4,,C0080381,61820817,A
09777342,2025-12-01,BANCO PAULISTA DA PRODUCAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
61820817,2025-12-01,BANCO PAULISTA S.A.,196709,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080381,61820817,A
09777341,2025-12-01,BANCO PAULISTA S.A.(2A.FASE-ANUL.CONCOR),180001,B1,I,2,Banco Comercial,,,,,,,,LO
62144175,2025-12-01,BANCO PINE S.A.,196805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0050304,C0080374,62144175,A
33245333,2025-12-01,BANCO PINTO DE MAGALHAES S.A.,193702,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
C0088668,2025-12-01,BANCO PLENO - PRUDENCIAL,180001,B1,I,2,,,SP,São Paulo,,C0052657,C0088668,61024352,A
61024352,2025-12-01,BANCO PLENO S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,196708,B1,I,2,Banco Múltiplo,,SP,São Paulo,,C0052657,C0088668,61024352,A
06702112,2025-12-01,BANCO PONTUAL S.A.,194101,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
09777340,2025-12-01,BANCO POPULAR DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60946290,2025-12-01,BANCO POPULAR DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777338,2025-12-01,BANCO PROGRESSO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777336,2025-12-01,BANCO PROLAR S.A. (2A. VEZ),180001,B1,I,2,Banco Comercial,,,,,,,,F
33876475,2025-12-01,BANCO PROSPER S.A.,196809,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
01023570,2025-12-01,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,199602,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081555,01023570,A
60394061,2025-12-01,BANCO REAL DE SAO PAULO S.A.,193901,B1,I,2,Banco Comercial,,PR,Curitiba,,,,,I
61196713,2025-12-01,BANCO REGIONAL S.A.,192903,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,LO
68900810,2025-12-01,BANCO RENDIMENTO S.A.,199209,B1,I,2,Banco Comercial,,SP,São Paulo,S4,C0051468,C0080659,68900810,A
42584466,2025-12-01,BANCO RESIDENCIA S.A.,197609,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
C0084349,2025-12-01,BANCO RIBEIRÃO PRETO - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,Ribeirão Preto,S4,,C0084349,00517645,A
00517645,2025-12-01,BANCO RIBEIRAO PRETO S.A.,199504,B1,I,3,Banco Múltiplo,,SP,Ribeirão Preto,S4,,C0084349,00517645,A
33603457,2025-12-01,BANCO RODOBENS S.A.,196601,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080855,33603457,A
33124959,2025-12-01,BANCO RURAL S.A.,192801,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,LE
58160789,2025-12-01,BANCO SAFRA S.A.,194103,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0010083,C0080109,58160789,A
90400888,2025-12-01,BANCO SANTANDER (BRASIL) S.A.,198508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,C0030379,C0080185,90400888,A
61472676,2025-12-01,BANCO SANTANDER BRASIL S.A.,194207,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
45686953,2025-12-01,BANCO SANTANDER CENTRAL HISPANO,198105,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
51035004,2025-12-01,BANCO SANTANDER DE NEGOCIOS S.A.,198210,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33517640,2025-12-01,BANCO SANTANDER S.A.,196709,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
28157204,2025-12-01,BANCO SANTOS NEVES S.A.,196810,B1,I,2,Banco Múltiplo,,ES,Vitória,,,,,I
58257619,2025-12-01,BANCO SANTOS S.A.,197010,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
09777334,2025-12-01,BANCO SAO BERNARDO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
60663655,2025-12-01,BANCO SÃO JORGE S.A.,198907,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
61391090,2025-12-01,BANCO SAVENA S.A.,194309,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081380,2025-12-01,BANCO SEMEAR - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S4,,C0081380,00795423,A
00795423,2025-12-01,BANCO SEMEAR S.A.,199510,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S4,,C0081380,00795423,A
11970623,2025-12-01,BANCO SENFF S.A.,201006,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,,C0083670,03877288,A
C0051750,2025-12-01,BANCO SICOOB,201101,B1,C,2,,,DF,Brasília,S2,C0051750,C0080879,02038232,A
C0080879,2025-12-01,BANCO SICOOB - PRUDENCIAL,180001,B1,I,2,,Cooperativo,DF,Brasília,S2,C0051750,C0080879,02038232,A
76543115,2025-12-01,BANCO SISTEMA S.A.,194309,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
61533584,2025-12-01,BANCO SOCIETE GENERALE BRASIL S.A.,193207,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080264,61533584,A
60889128,2025-12-01,BANCO SOFISA S.A.,196104,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0031873,C0080271,60889128,A
60701836,2025-12-01,BANCO SPI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60942638,2025-12-01,BANCO SUDAMERIS BRASIL S.A.,194910,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
87125019,2025-12-01,BANCO SUL BRASILEIRO S.A.,197212,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
60518222,2025-12-01,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,195810,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081720,60518222,A
07679404,2025-12-01,BANCO TOPÁZIO S.A.,200603,B1,I,3,Banco Múltiplo,,RS,Porto Alegre,S4,,C0081517,07679404,A
C0081517,2025-12-01,BANCO TOPÁZIO S.A. - PRUDENCIAL,180001,B1,I,3,,Câmbio,RS,Porto Alegre,S4,,C0081517,07679404,A
C0080783,2025-12-01,BANCO TRAVELEX - PRUDENCIAL,180001,B1,I,3,,Câmbio,SP,São Paulo,S4,C0051671,C0080783,11703662,A
11703662,2025-12-01,BANCO TRAVELEX S.A.,201006,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0051671,C0080783,11703662,A
17351180,2025-12-01,BANCO TRIANGULO S.A.,196810,B1,I,2,Banco Múltiplo,,MG,Uberlândia,S4,,C0081438,17351180,A
32062580,2025-12-01,BANCO UBS (BRASIL) S.A.,198807,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0030771,C0080219,33987793,A
30131502,2025-12-01,BANCO UBS S.A.,196908,B1,I,3,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
09777333,2025-12-01,BANCO UNIAO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777332,2025-12-01,BANCO UNIAO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777331,2025-12-01,BANCO UNIAO MERCANTIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777330,2025-12-01,BANCO UNIAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
00086413,2025-12-01,BANCO ÚNICO S.A.,196906,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
68700376,2025-12-01,BANCO UNIVERSAL S.A,199301,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
33822149,2025-12-01,BANCO VEGA S.A.,196803,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
59588111,2025-12-01,BANCO VOTORANTIM S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0051011,C0080484,59588111,A
78626983,2025-12-01,BANCO VR S.A.,196804,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050524,C0080408,78626983,A
33436486,2025-12-01,BANCO WACHOVIA S.A.,196701,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13720915,2025-12-01,BANCO WESTERN UNION DO BRASIL S.A.,201110,B1,I,3,Banco Comercial,,SP,São Paulo,S4,C0051767,C0080886,13720915,A
15357060,2025-12-01,BANCO WOORI BANK DO BRASIL S.A.,201209,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081823,15357060,A
33264668,2025-12-01,BANCO XP S.A.,201910,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S2,C0052120,C0082475,33264668,A
10371492,2025-12-01,BANCO YAMAHA MOTOR DO BRASIL S.A.,200811,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080721,10371492,A
61535100,2025-12-01,BANCO ZOGBI S.A.,196409,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
10264663,2025-12-01,BANCOSEGURO S.A.,200810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0052182,C0084813,08561701,A
C0030159,2025-12-01,BANESTES,200001,B1,C,1,,,ES,Vitória,S3,C0030159,C0080147,28127603,A
C0080147,2025-12-01,BANESTES - PRUDENCIAL,180001,B1,I,1,,Regional Público,ES,Vitória,S3,C0030159,C0080147,28127603,A
28127603,2025-12-01,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,193710,B1,I,1,Banco Múltiplo,,ES,Vitória,S3,C0030159,C0080147,28127603,A
07216674,2025-12-01,BANFORT-BANCO FORTALEZA S.A.,190701,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
62073200,2025-12-01,BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.,196803,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0080295,2025-12-01,BANK OF CHINA (BRASIL) - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,C0032119,C0080295,07450604,A
07450604,2025-12-01,BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A,197206,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0032119,C0080295,07450604,A
C0030173,2025-12-01,BANRISUL,200001,B1,C,1,,,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
C0080154,2025-12-01,BANRISUL - PRUDENCIAL,180001,B1,I,1,,Regional Público,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
C0051774,2025-12-01,BARIGUI,201109,B1,C,2,,,PR,Curitiba,S4,C0051774,C0080893,00556603,A
C0049906,2025-12-01,BB,200001,B1,C,1,,,DF,Brasília,S1,C0049906,C0080329,00000000,A
C0080329,2025-12-01,BB - PRUDENCIAL,180001,B1,I,1,,Complexo,DF,Brasília,S1,C0049906,C0080329,00000000,A
06043056,2025-12-01,BB BANCO POPULAR DO BRASIL S.A.,200402,B1,I,1,Banco Múltiplo,,DF,Brasília,,,,,I
C0084480,2025-12-01,BBC S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S4,,C0084480,01852137,A
C0081579,2025-12-01,BCO ABN AMRO CLEARING - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,C0052302,C0081579,03532415,A
C0081201,2025-12-01,BCO ARBI S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
C0081414,2025-12-01,BCO CARGILL S.A. - PRUDENCIAL,180001,B1,I,3,,Indústria - Não BNDES,SP,São Paulo,S4,,C0081414,03609817,A
C0081469,2025-12-01,BCO CEDULA S.A. - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
C0081665,2025-12-01,BCO CLASSICO S.A. - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
C0080745,2025-12-01,BCO COOPERATIVO SICREDI - PRUDENCIAL,180001,B1,I,2,,Cooperativo,RS,Porto Alegre,S2,,C0080745,01181521,A
C0081249,2025-12-01,BCO DA AMAZONIA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081249,04902979,A
C0081744,2025-12-01,BCO DAYCOVAL S.A - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S3,C0051987,C0081744,62232889,A
C0081634,2025-12-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,SE,Aracaju,S4,,C0081634,13009717,A
C0081586,2025-12-01,BCO DO EST. DO PA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081586,04913711,A
C0081593,2025-12-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,CE,Fortaleza,S2,,C0081593,07237373,A
C0081483,2025-12-01,BCO FIBRA S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S3,,C0081483,58616418,A
C0081672,2025-12-01,BCO GUANABARA S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
C0081335,2025-12-01,BCO INBURSA S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081335,04866275,A
C0081603,2025-12-01,BCO KDB BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S4,,C0081603,07656500,A
C0081232,2025-12-01,BCO KEB DO BRASIL SA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081232,02318507,A
C0081270,2025-12-01,BCO LA NACION ARGENTINA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081270,33042151,A
C0081263,2025-12-01,BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081263,44189447,A
C0081706,2025-12-01,BCO LUSO BRASILEIRO S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S4,,C0081706,59118133,A
C0081713,2025-12-01,BCO MUFG BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081713,60498557,A
C0081555,2025-12-01,BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081555,01023570,A
C0081720,2025-12-01,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081720,60518222,A
C0081438,2025-12-01,BCO TRIANGULO S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,MG,Uberlândia,S4,,C0081438,17351180,A
C0081823,2025-12-01,BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081823,15357060,A
62199039,2025-12-01,BIG S.A.-BANCO IRMÃOS GUIMARÃES,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0030290,2025-12-01,BMG,200001,B1,C,2,,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
C0080178,2025-12-01,BMG - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S3,C0030290,C0080178,61186680,A
17161324,2025-12-01,BMG BANCO COMERCIAL S.A.,191807,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
C0080673,2025-12-01,BNP PARIBAS - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080673,01522368,A
C0051808,2025-12-01,BNY MELLON,201202,B1,C,3,,,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
C0080910,2025-12-01,BNY MELLON - PRUDENCIAL,180001,B1,I,3,,Serviços,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
42272526,2025-12-01,BNY MELLON BANCO S.A.,201211,B1,I,3,Banco Comercial,,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
C0052003,2025-12-01,BOCOM,201702,B1,C,3,,,BA,Salvador,S3,C0052003,C0084624,15114366,A
C0084624,2025-12-01,BOCOM - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,BA,Salvador,S3,C0052003,C0084624,15114366,A
C0051255,2025-12-01,BOFA MERRILL LYNCH,200001,B1,C,3,,,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0080556,2025-12-01,BOFA MERRILL LYNCH - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0010045,2025-12-01,BRADESCO,200001,B1,C,2,,,SP,Osasco,S1,C0010045,C0080075,60746948,A
C0080075,2025-12-01,BRADESCO - PRUDENCIAL,180001,B1,I,2,,Complexo,SP,Osasco,S1,C0010045,C0080075,60746948,A
62111745,2025-12-01,BRASBANCO S.A. BANCO COMERCIAL - EM LIQUIDAÇÃO ORDINÁRIA,196803,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0031976,2025-12-01,BRB,200001,B1,C,1,,,DF,Brasília,S3,C0031976,C0080288,00000208,A
00000208,2025-12-01,BRB - BANCO DE BRASILIA S.A.,196605,B1,I,1,Banco Múltiplo,,DF,Brasília,S3,C0031976,C0080288,00000208,A
C0080288,2025-12-01,BRB - PRUDENCIAL,180001,B1,I,1,,Regional Público,DF,Brasília,S3,C0031976,C0080288,00000208,A
C0080422,2025-12-01,BS2 - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S3,,C0080422,71027866,A
C0049944,2025-12-01,BTG PACTUAL,200001,B1,C,2,,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0080336,2025-12-01,BTG PACTUAL - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0052072,2025-12-01,C6 BANK,201902,B1,C,2,,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
01600204,2025-12-01,CAIXA ECONÔMICA DO ESTADO DE GOIÁS,196211,B1,I,1,Caixa Econômica Estadual,,GO,Goiânia,,,,,LO
17176033,2025-12-01,CAIXA ECONOMICA DO ESTADO DE MINAS GERAIS,189609,B1,I,1,Caixa Econômica Estadual,,MG,Belo Horizonte,,,,,I
83900159,2025-12-01,CAIXA ECONOMICA DO ESTADO DE SANTA CATARINA S.A.,197001,B1,I,1,Caixa Econômica Estadual,,SC,Florianópolis,,,,,I
92818400,2025-12-01,CAIXA ECONOMICA ESTADUAL DO RIO GRANDE DO SUL,196002,B1,I,1,Caixa Econômica Estadual,,RS,Porto Alegre,,,,,I
00360305,2025-12-01,CAIXA ECONOMICA FEDERAL,196407,B1,I,1,Caixa Econômica Federal,,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0051626,2025-12-01,CAIXA ECONÔMICA FEDERAL,202109,B1,C,1,,,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0080738,2025-12-01,CAIXA ECONÔMICA FEDERAL - PRUDENCIAL,180001,B1,I,1,,Complexo,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0051815,2025-12-01,CAIXA GERAL,201204,B1,C,3,,,SP,São Paulo,S4,C0051815,C0080927,33466988,A
C0080927,2025-12-01,CAIXA GERAL - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,C0051815,C0080927,33466988,A
09777325,2025-12-01,CASA BANCARIA CAVALCANTI COMANDITA POR ACOES,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777324,2025-12-01,CASA BANCARIA CENTENARIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777326,2025-12-01,CASA BANCARIA DE CREDITO CENTRAL DO DF,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777319,2025-12-01,CASA BANCARIA DE IMPORTACAO E EXPORTACAOS.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777323,2025-12-01,CASA BANCARIA PAULICEA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777322,2025-12-01,CASA BANCARIA PEREIRA LIMA LTDA,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777321,2025-12-01,CASA BANCARIA PINHEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777320,2025-12-01,CASA BANCARIA R. I. MOREIRA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
C0032119,2025-12-01,CCB,200001,B1,C,3,,,SP,São Paulo,S3,C0032119,C0080295,07450604,A
C0030403,2025-12-01,CITIBANK,200001,B1,C,3,,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
C0080192,2025-12-01,CITIBANK - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S2,C0030403,C0080192,33479023,A
33042953,2025-12-01,CITIBANK N.A.,191504,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
C0051671,2025-12-01,CONFIDENCE,201001,B1,C,3,,,SP,São Paulo,S4,C0051671,C0080783,11703662,A
C0080491,2025-12-01,CREDIT AGRICOLE - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080491,75647891,A
09777299,2025-12-01,CREDITO CENTRAL DO DF S.A. CASA BANCARIA,180001,B1,I,2,Banco Comercial,,,,,,,,F
C0052010,2025-12-01,CREFISA,201706,B1,C,2,,,SP,São Paulo,S4,C0052010,C0083632,60779196,A
C0083632,2025-12-01,CREFISA S.A. CFI - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S4,C0052010,C0083632,60779196,A
C0051987,2025-12-01,DAYCOVAL,201512,B1,C,2,,,SP,São Paulo,S3,C0051987,C0081744,62232889,A
C0080532,2025-12-01,DEUTSCHE - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080532,62331228,A
62331228,2025-12-01,DEUTSCHE BANK S.A. - BANCO ALEMAO,196904,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080532,62331228,A
C0080350,2025-12-01,FATOR - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,SP,São Paulo,S4,,C0080350,33644196,A
C0051688,2025-12-01,FINAXIS,201001,B1,C,2,,,PR,Curitiba,S4,C0051688,C0080790,11758741,A
C0080790,2025-12-01,FINAXIS - PRUDENCIAL,180001,B1,I,2,,Serviços,PR,Curitiba,S4,C0051688,C0080790,11758741,A
C0051839,2025-12-01,GENIAL,201208,B1,C,2,,,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
C0080941,2025-12-01,GENIAL - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
03012230,2025-12-01,HIPERCARD BANCO MÚLTIPLO S.A.,199903,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,,,,I
17453575,2025-12-01,ICBC DO BRASIL BANCO MÚLTIPLO S.A.,201309,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081830,17453575,A
C0081830,2025-12-01,ICBC DO BRASIL BM S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081830,17453575,A
C0050988,2025-12-01,INDUSTRIAL DO BRASIL,200001,B1,C,2,,,SP,São Paulo,S4,C0050988,C0080477,31895683,A
C0080477,2025-12-01,INDUSTRIAL DO BRASIL - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S4,C0050988,C0080477,31895683,A
C0051884,2025-12-01,INTER,201311,B1,C,2,,,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
C0080996,2025-12-01,INTER - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
55230916,2025-12-01,INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO,198604,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0084057,55230916,A
C0084057,2025-12-01,INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0084057,55230916,A
C0010069,2025-12-01,ITAU,200001,B1,C,2,,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
C0080099,2025-12-01,ITAU - PRUDENCIAL,180001,B1,I,2,,Complexo,SP,São Paulo,S1,C0010069,C0080099,60872504,A
60701190,2025-12-01,ITAÚ UNIBANCO S.A.,194501,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
